"Name","Activity type","Description"
"8/14/2012 9:39am","train",""

"Segment","Point","Latitude (deg)","Longitude (deg)","Altitude (m)","Bearing (deg)","Accuracy (m)","Speed (m/s)","Time","Power (W)","Cadence (rpm)","Heart rate (bpm)","Battery level (%)"
"1","1","37.32722","-121.893101","-0.29998779296875","331.0","20","3.8156","2012-08-14T16:39:25.000Z",,,,
"1","2","37.327278","-121.893121","1.20001220703125","339.0","20","2.9398","2012-08-14T16:39:27.000Z",,,,
"1","3","37.327319","-121.893149","2.29998779296875","338.0","20","2.9398","2012-08-14T16:39:28.000Z",,,,
"1","4","37.327375","-121.893176","-1.79998779296875","334.0","20","2.0642","2012-08-14T16:39:30.000Z",,,,
"1","5","37.327412","-121.893213","-7.70001220703125","314.0","25","0","2012-08-14T16:39:33.000Z",,,,
"1","6","37.327412","-121.893213","-7.70001220703125","314.0","25","0","2012-08-14T16:39:33.000Z",,,,
"1","7","37.327412","-121.893213","-7.70001220703125","314.0","10","0","2012-08-14T16:40:01.000Z",,,,
"1","8","37.32737","-121.893173","-10.100006103515625","222.0","10","1.814","2012-08-14T16:40:03.000Z",,,,
"1","9","37.327322","-121.893181","-8.29998779296875","205.0","10","2.5646","2012-08-14T16:40:05.000Z",,,,
"1","10","37.327299","-121.893262","-7.29998779296875","207.0","10","2.1267","2012-08-14T16:40:14.000Z",,,,
"1","11","37.327446","-121.893304","-17.899993896484375","239.0","10","2.1267","2012-08-14T16:40:30.000Z",,,,
"1","12","37.327491","-121.893352","-18.79998779296875","285.0","10","2.4394","2012-08-14T16:40:32.000Z",,,,
"1","13","37.327528","-121.893396","-19.5","299.0","10","2.5646","2012-08-14T16:40:34.000Z",,,,
"1","14","37.327577","-121.893452","-21.0","316.0","10","3.6904","2012-08-14T16:40:36.000Z",,,,
"1","15","37.327634","-121.893498","-21.5","325.0","10","3.2526","2012-08-14T16:40:38.000Z",,,,
"1","16","37.327668","-121.893536","-20.5","325.0","10","1.814","2012-08-14T16:40:40.000Z",,,,
"1","17","37.327702","-121.893583","-18.899993896484375","317.0","10","1.4387","2012-08-14T16:40:44.000Z",,,,
"1","18","37.327739","-121.893633","-18.100006103515625","318.0","10","2.8773","2012-08-14T16:40:46.000Z",,,,
"1","19","37.327797","-121.893689","-18.0","332.0","10","3.2526","2012-08-14T16:40:48.000Z",,,,
"1","20","37.327834","-121.893721","-18.0","327.0","10","3.8156","2012-08-14T16:40:49.000Z",,,,
"1","21","37.327909","-121.893785","-18.5","330.0","10","3.4402","2012-08-14T16:40:51.000Z",,,,
"1","22","37.327983","-121.893815","-18.0","356.0","10","3.6279","2012-08-14T16:40:53.000Z",,,,
"1","23","37.328065","-121.89382","-17.5","356.0","10","4.0658","2012-08-14T16:40:55.000Z",,,,
"1","24","37.328142","-121.893812","-17.899993896484375","11.0","10","4.0032","2012-08-14T16:40:57.000Z",,,,
"1","25","37.328216","-121.8938","-16.600006103515625","18.0","10","2.6897","2012-08-14T16:40:59.000Z",,,,
"1","26","37.328254","-121.893766","-15.29998779296875","39.0","10","2.3769","2012-08-14T16:41:01.000Z",,,,
"1","27","37.328292","-121.893707","-14.29998779296875","51.0","10","2.8147","2012-08-14T16:41:04.000Z",,,,
"1","28","37.328308","-121.893632","-14.399993896484375","88.0","10","3.4402","2012-08-14T16:41:06.000Z",,,,
"1","29","37.328328","-121.893532","-14.100006103515625","80.0","10","4.4411","2012-08-14T16:41:08.000Z",,,,
"1","30","37.328358","-121.893472","-14.0","68.0","10","5.004","2012-08-14T16:41:09.000Z",,,,
"1","31","37.328417","-121.8934","-13.79998779296875","57.0","10","6.255","2012-08-14T16:41:10.000Z",,,,
"1","32","37.328501","-121.893338","-14.399993896484375","43.0","10","6.8805","2012-08-14T16:41:11.000Z",,,,
"1","33","37.328609","-121.893258","-15.0","41.0","10","8.4443","2012-08-14T16:41:12.000Z",,,,
"1","34","37.328848","-121.892875","-15.600006103515625","52.0","10","9.0697","2012-08-14T16:41:13.000Z",,,,
"1","35","37.328891","-121.892783","-15.70001220703125","59.0","10","9.445","2012-08-14T16:41:14.000Z",,,,
"1","36","37.32893","-121.892689","-15.79998779296875","64.0","10","9.5701","2012-08-14T16:41:15.000Z",,,,
"1","37","37.32898","-121.892596","-16.29998779296875","64.0","10","10.3208","2012-08-14T16:41:16.000Z",,,,
"1","38","37.32902","-121.892507","-16.0","66.0","10","9.3825","2012-08-14T16:41:17.000Z",,,,
"1","39","37.32906","-121.892425","-16.100006103515625","63.0","10","8.8196","2012-08-14T16:41:18.000Z",,,,
"1","40","37.329098","-121.892345","-16.100006103515625","60.0","10","8.5694","2012-08-14T16:41:19.000Z",,,,
"1","41","37.329135","-121.892265","-16.0","58.0","10","8.3191","2012-08-14T16:41:20.000Z",,,,
"1","42","37.329165","-121.892187","-16.0","59.0","10","7.7562","2012-08-14T16:41:21.000Z",,,,
"1","43","37.329198","-121.892109","-16.100006103515625","60.0","10","8.0689","2012-08-14T16:41:22.000Z",,,,
"1","44","37.32924","-121.89204","-16.20001220703125","54.0","10","8.1315","2012-08-14T16:41:23.000Z",,,,
"1","45","37.329281","-121.891976","-16.100006103515625","51.0","10","7.6936","2012-08-14T16:41:24.000Z",,,,
"1","46","37.329319","-121.89192","-16.0","53.0","10","7.3809","2012-08-14T16:41:25.000Z",,,,
"1","47","37.329357","-121.89188","-15.79998779296875","47.0","10","6.6303","2012-08-14T16:41:26.000Z",,,,
"1","48","37.329431","-121.891809","-16.29998779296875","45.0","10","5.2542","2012-08-14T16:41:28.000Z",,,,
"1","49","37.329467","-121.891772","-16.399993896484375","44.0","10","5.004","2012-08-14T16:41:29.000Z",,,,
"1","50","37.329503","-121.891719","-16.399993896484375","49.0","10","5.6295","2012-08-14T16:41:30.000Z",,,,
"1","51","37.329481","-121.891633","-16.5","63.0","15","5.9422","2012-08-14T16:41:31.000Z",,,,
"1","52","37.329484","-121.891554","-16.5","70.0","15","6.6303","2012-08-14T16:41:32.000Z",,,,
"1","53","37.329474","-121.891449","-15.899993896484375","71.0","15","7.6936","2012-08-14T16:41:33.000Z",,,,
"1","54","37.329509","-121.891325","-15.79998779296875","66.0","15","9.32","2012-08-14T16:41:34.000Z",,,,
"1","55","37.329559","-121.891194","-16.100006103515625","63.0","15","10.4459","2012-08-14T16:41:35.000Z",,,,
"1","56","37.329604","-121.891077","-16.20001220703125","63.0","15","9.8829","2012-08-14T16:41:36.000Z",,,,
"1","57","37.329643","-121.890973","-15.0","65.0","15","9.6327","2012-08-14T16:41:37.000Z",,,,
"1","58","37.329673","-121.890878","-14.70001220703125","67.0","15","8.5068","2012-08-14T16:41:38.000Z",,,,
"1","59","37.329702","-121.890792","-14.70001220703125","65.0","15","8.5694","2012-08-14T16:41:39.000Z",,,,
"1","60","37.329732","-121.890709","-14.29998779296875","66.0","15","8.8196","2012-08-14T16:41:40.000Z",,,,
"1","61","37.329789","-121.890631","-13.899993896484375","61.0","15","9.3825","2012-08-14T16:41:41.000Z",,,,
"1","62","37.329811","-121.890541","-14.0","62.0","15","8.4443","2012-08-14T16:41:42.000Z",,,,
"1","63","37.329841","-121.890469","-12.5","62.0","15","7.3184","2012-08-14T16:41:43.000Z",,,,
"1","64","37.329869","-121.89041","-11.5","58.0","10","6.3176","2012-08-14T16:41:44.000Z",,,,
"1","65","37.329897","-121.890359","-10.100006103515625","61.0","10","5.9422","2012-08-14T16:41:45.000Z",,,,
"1","66","37.32985","-121.890363","-0.20001220703125","125.0","10","0","2012-08-14T16:41:51.000Z",,,,
"1","67","37.32985","-121.890363","-0.20001220703125","125.0","10","0","2012-08-14T16:41:51.000Z",,,,
"1","68","37.32985","-121.890363","-0.20001220703125","125.0","10","0","2012-08-14T16:41:57.000Z",,,,
"1","69","37.329789","-121.890352","43.29998779296875","122.0","10","0.5004","2012-08-14T16:41:58.000Z",,,,
"1","70","37.329748","-121.890382","54.9000244140625","198.0","10","1.6263","2012-08-14T16:42:02.000Z",,,,
"1","71","37.329829","-121.890211","41.29998779296875","162.0","5","2.0016","2012-08-14T16:42:21.000Z",,,,
"1","72","37.329864","-121.890121","39.5999755859375","71.0","10","4.0658","2012-08-14T16:42:23.000Z",,,,
"1","73","37.329893","-121.890059","38.4000244140625","66.0","10","5.3168","2012-08-14T16:42:24.000Z",,,,
"1","74","37.329941","-121.889994","37.0","64.0","10","6.5052","2012-08-14T16:42:25.000Z",,,,
"1","75","37.329969","-121.889927","36.9000244140625","70.0","10","6.1299","2012-08-14T16:42:26.000Z",,,,
"1","76","37.330011","-121.889851","36.5999755859375","65.0","10","6.943","2012-08-14T16:42:27.000Z",,,,
"1","77","37.330068","-121.889755","36.0","61.0","10","7.8813","2012-08-14T16:42:28.000Z",,,,
"1","78","37.330121","-121.889668","36.0999755859375","62.0","10","7.6311","2012-08-14T16:42:29.000Z",,,,
"1","79","37.330178","-121.889589","36.0999755859375","57.0","10","8.1315","2012-08-14T16:42:30.000Z",,,,
"1","80","37.330231","-121.889511","36.0","56.0","10","8.1315","2012-08-14T16:42:31.000Z",,,,
"1","81","37.330281","-121.889434","35.5","59.0","10","7.7562","2012-08-14T16:42:32.000Z",,,,
"1","82","37.330334","-121.889354","34.5999755859375","56.0","10","7.6936","2012-08-14T16:42:33.000Z",,,,
"1","83","37.330386","-121.889276","33.70001220703125","52.0","10","7.6936","2012-08-14T16:42:34.000Z",,,,
"1","84","37.330453","-121.889192","32.70001220703125","47.0","10","8.0064","2012-08-14T16:42:35.000Z",,,,
"1","85","37.330512","-121.88911","31.4000244140625","49.0","10","8.0689","2012-08-14T16:42:36.000Z",,,,
"1","86","37.330568","-121.889035","30.5","48.0","10","7.3809","2012-08-14T16:42:37.000Z",,,,
"1","87","37.330622","-121.888965","29.5999755859375","49.0","10","7.2558","2012-08-14T16:42:38.000Z",,,,
"1","88","37.33067","-121.888901","29.0999755859375","50.0","10","7.1933","2012-08-14T16:42:39.000Z",,,,
"1","89","37.330718","-121.888829","27.9000244140625","50.0","10","7.1933","2012-08-14T16:42:40.000Z",,,,
"1","90","37.330761","-121.888758","27.0","52.0","10","6.8179","2012-08-14T16:42:41.000Z",,,,
"1","91","37.330789","-121.888683","25.79998779296875","61.0","10","6.1299","2012-08-14T16:42:42.000Z",,,,
"1","92","37.330821","-121.888602","24.9000244140625","61.0","10","7.3184","2012-08-14T16:42:43.000Z",,,,
"1","93","37.33087","-121.888516","24.0","55.0","10","8.3817","2012-08-14T16:42:44.000Z",,,,
"1","94","37.330906","-121.888443","23.70001220703125","59.0","10","7.6311","2012-08-14T16:42:45.000Z",,,,
"1","95","37.33093","-121.88837","23.5999755859375","64.0","10","7.1307","2012-08-14T16:42:46.000Z",,,,
"1","96","37.330958","-121.888298","23.0999755859375","62.0","10","7.4434","2012-08-14T16:42:47.000Z",,,,
"1","97","37.330985","-121.888228","22.4000244140625","62.0","10","6.6303","2012-08-14T16:42:48.000Z",,,,
"1","98","37.331009","-121.888166","22.20001220703125","59.0","10","6.255","2012-08-14T16:42:49.000Z",,,,
"1","99","37.331038","-121.888108","22.0","59.0","10","5.3168","2012-08-14T16:42:50.000Z",,,,
"1","100","37.331068","-121.888062","21.79998779296875","55.0","10","4.8789","2012-08-14T16:42:51.000Z",,,,
"1","101","37.331101","-121.888018","21.5999755859375","53.0","15","5.1291","2012-08-14T16:42:52.000Z",,,,
"1","102","37.331176","-121.887946","20.4000244140625","42.0","15","4.5036","2012-08-14T16:42:54.000Z",,,,
"1","103","37.331217","-121.887891","18.29998779296875","42.0","15","4.6912","2012-08-14T16:42:55.000Z",,,,
"1","104","37.331266","-121.887845","17.20001220703125","40.0","15","4.6912","2012-08-14T16:42:56.000Z",,,,
"1","105","37.331303","-121.887804","16.0999755859375","43.0","15","4.2534","2012-08-14T16:42:57.000Z",,,,
"1","106","37.331342","-121.887772","15.5","38.0","20","4.1283","2012-08-14T16:42:58.000Z",,,,
"1","107","37.331405","-121.887729","15.29998779296875","35.0","20","4.0032","2012-08-14T16:43:00.000Z",,,,
"1","108","37.331401","-121.887646","14.4000244140625","37.0","20","3.6904","2012-08-14T16:43:02.000Z",,,,
"1","109","37.331373","-121.887589","13.29998779296875","57.0","20","3.6904","2012-08-14T16:43:03.000Z",,,,
"1","110","37.331386","-121.887534","12.9000244140625","59.0","20","3.5654","2012-08-14T16:43:04.000Z",,,,
"1","111","37.331415","-121.887441","12.0","53.0","20","3.6279","2012-08-14T16:43:06.000Z",,,,
"1","112","37.331439","-121.887368","11.29998779296875","40.0","25","3.3777","2012-08-14T16:43:08.000Z",,,,
"1","113","37.331461","-121.887319","11.100006103515625","4.0","20","3.1275","2012-08-14T16:43:10.000Z",,,,
"1","114","37.331508","-121.887296","12.29998779296875","0.0","20","4.1283","2012-08-14T16:43:11.000Z",,,,
"1","115","37.331554","-121.88729","12.4000244140625","356.0","20","4.8163","2012-08-14T16:43:12.000Z",,,,
"1","116","37.331599","-121.887296","12.5","349.0","20","4.4411","2012-08-14T16:43:13.000Z",,,,
"1","117","37.331651","-121.88731","12.4000244140625","341.0","15","4.5661","2012-08-14T16:43:14.000Z",,,,
"1","118","37.331699","-121.887328","12.4000244140625","339.0","15","4.5036","2012-08-14T16:43:15.000Z",,,,
"1","119","37.331744","-121.887344","12.4000244140625","329.0","15","4.1283","2012-08-14T16:43:16.000Z",,,,
"1","120","37.331788","-121.887359","12.5999755859375","338.0","15","4.3159","2012-08-14T16:43:17.000Z",,,,
"1","121","37.331846","-121.88739","13.20001220703125","336.0","15","3.4402","2012-08-14T16:43:19.000Z",,,,
"1","122","37.331885","-121.887428","14.29998779296875","341.0","10","3.0024","2012-08-14T16:43:21.000Z",,,,
"1","123","37.331941","-121.887457","15.5999755859375","331.0","10","3.1901","2012-08-14T16:43:23.000Z",,,,
"1","124","37.332007","-121.887491","17.20001220703125","333.0","10","3.8781","2012-08-14T16:43:25.000Z",,,,
"1","125","37.332071","-121.88753","18.29998779296875","338.0","10","3.0024","2012-08-14T16:43:27.000Z",,,,
"1","126","37.332117","-121.887559","18.79998779296875","336.0","10","2.3143","2012-08-14T16:43:29.000Z",,,,
"1","127","37.332167","-121.887594","18.5999755859375","335.0","10","2.3143","2012-08-14T16:43:31.000Z",,,,
"1","128","37.332223","-121.887634","18.4000244140625","327.0","10","2.8773","2012-08-14T16:43:33.000Z",,,,
"1","129","37.332261","-121.88767","18.5999755859375","323.0","10","2.0016","2012-08-14T16:43:35.000Z",,,,
"1","130","37.332385","-121.887382","18.9000244140625","57.0","10","0.6255","2012-08-14T16:44:42.000Z",,,,
"1","131","37.332409","-121.887451","19.0","30.0","15","0.6255","2012-08-14T16:44:43.000Z",,,,
"1","132","37.332435","-121.887497","17.70001220703125","20.0","25","0.3753","2012-08-14T16:44:48.000Z",,,,
"1","133","37.33245","-121.887559","20.0","87.0","25","0.1251","2012-08-14T16:44:55.000Z",,,,
"1","134","37.332525","-121.887694","24.9000244140625","51.0","25","0.5004","2012-08-14T16:45:16.000Z",,,,
"1","135","37.332568","-121.887721","26.20001220703125","24.0","25","0.688","2012-08-14T16:45:18.000Z",,,,
"1","136","37.332608","-121.887754","25.4000244140625","354.0","25","0.8131","2012-08-14T16:45:20.000Z",,,,
"1","137","37.33265","-121.88778","23.0999755859375","358.0","20","0.7506","2012-08-14T16:45:24.000Z",,,,
"1","138","37.333608","-121.888772","26.0","322.0","10","2.9398","2012-08-14T16:45:53.000Z",,,,
"1","139","37.333692","-121.888822","25.5","322.0","20","2.6897","2012-08-14T16:45:54.000Z",,,,
"1","140","37.333765","-121.888869","23.29998779296875","322.0","20","3.0024","2012-08-14T16:45:55.000Z",,,,
"1","141","37.333831","-121.888891","21.79998779296875","326.0","25","2.6271","2012-08-14T16:45:57.000Z",,,,
"1","142","37.333879","-121.888898","18.70001220703125","331.0","30","2.0642","2012-08-14T16:45:59.000Z",,,,
"1","143","37.333931","-121.888892","15.0","331.0","30","1.939","2012-08-14T16:46:04.000Z",,,,
"1","144","37.333983","-121.888897","10.70001220703125","337.0","25","2.8773","2012-08-14T16:46:08.000Z",,,,
"1","145","37.334037","-121.888916","7.899993896484375","338.0","25","2.8147","2012-08-14T16:46:10.000Z",,,,
"1","146","37.33411","-121.888939","5.29998779296875","343.0","25","3.0649","2012-08-14T16:46:12.000Z",,,,
"1","147","37.334197","-121.888972","6.79998779296875","344.0","25","3.4402","2012-08-14T16:46:14.000Z",,,,
"1","148","37.334258","-121.889024","6.399993896484375","333.0","25","3.2526","2012-08-14T16:46:16.000Z",,,,
"1","149","37.334288","-121.889079","6.29998779296875","330.0","25","3.4402","2012-08-14T16:46:17.000Z",,,,
"1","150","37.334344","-121.889101","6.29998779296875","330.0","25","3.1901","2012-08-14T16:46:19.000Z",,,,
"1","151","37.33439","-121.889125","9.100006103515625","330.0","25","2.5646","2012-08-14T16:46:22.000Z",,,,
"1","152","37.335582","-121.890411","7.79998779296875","148.0","10","2.1267","2012-08-14T16:47:11.000Z",,,,
"1","153","37.335456","-121.890294","5.100006103515625","147.0","25","2.8147","2012-08-14T16:47:13.000Z",,,,
"1","154","37.335384","-121.890226","4.70001220703125","147.0","25","2.7522","2012-08-14T16:47:14.000Z",,,,
"1","155","37.335312","-121.890157","3.70001220703125","147.0","30","2.9398","2012-08-14T16:47:15.000Z",,,,
"1","156","37.335252","-121.8901","2.899993896484375","147.0","30","3.1901","2012-08-14T16:47:16.000Z",,,,
"1","157","37.335189","-121.890046","0.20001220703125","147.0","35","2.6897","2012-08-14T16:47:18.000Z",,,,
"1","158","37.335142","-121.890008","-3.100006103515625","150.0","35","2.3143","2012-08-14T16:47:20.000Z",,,,
"1","159","37.335093","-121.889967","-7.79998779296875","154.0","35","1.939","2012-08-14T16:47:23.000Z",,,,
"1","160","37.336316","-121.8906","1.29998779296875","54.0","10","0.8131","2012-08-14T16:48:03.000Z",,,,
"1","161","37.33636","-121.890583","-9.100006103515625","79.0","15","1.3761","2012-08-14T16:48:04.000Z",,,,
"1","162","37.336262","-121.890592","-5.600006103515625","122.0","25","1.5638","2012-08-14T16:48:07.000Z",,,,
"1","163","37.336206","-121.890575","2.600006103515625","140.0","25","1.5638","2012-08-14T16:48:08.000Z",,,,
"1","164","37.336181","-121.890645","0.100006103515625","216.0","25","2.3143","2012-08-14T16:48:11.000Z",,,,
"1","165","37.33623","-121.890783","-7.5","289.0","25","2.8773","2012-08-14T16:48:15.000Z",,,,
"1","166","37.336268","-121.890825","-7.70001220703125","292.0","25","3.1275","2012-08-14T16:48:16.000Z",,,,
"1","167","37.336304","-121.89086","-5.100006103515625","295.0","25","3.2526","2012-08-14T16:48:17.000Z",,,,
"1","168","37.336359","-121.890933","0.399993896484375","298.0","30","3.2526","2012-08-14T16:48:19.000Z",,,,
"1","169","37.336395","-121.890969","5.399993896484375","299.0","30","3.3152","2012-08-14T16:48:20.000Z",,,,
"1","170","37.336438","-121.891011","9.0","301.0","30","3.3777","2012-08-14T16:48:21.000Z",,,,
"1","171","37.336488","-121.891007","9.20001220703125","317.0","30","3.1275","2012-08-14T16:48:22.000Z",,,,
"1","172","37.336529","-121.89103","9.79998779296875","319.0","30","3.0649","2012-08-14T16:48:23.000Z",,,,
"1","173","37.336581","-121.891058","11.399993896484375","325.0","30","3.1901","2012-08-14T16:48:24.000Z",,,,
"1","174","37.337595","-121.891652","23.9000244140625","326.0","10","5.2542","2012-08-14T16:48:36.000Z",,,,
"1","175","37.337566","-121.89155","16.0999755859375","337.0","15","5.4419","2012-08-14T16:48:38.000Z",,,,
