"Name","Activity type","Description"
"04/08/2012 11:49","",""

"Segment","Point","Latitude (deg)","Longitude (deg)","Altitude (m)","Bearing (deg)","Accuracy (m)","Speed (m/s)","Time","Power (W)","Cadence (rpm)","Heart rate (bpm)","Battery level (%)"
"1","1","37.365956","-121.941326","-10.5","358.5","7","10.75","2012-08-04T18:49:58.824Z",,,,
"1","2","37.366319","-121.941338","-7.099999904632568","0.0","8","0","2012-08-04T18:50:07.794Z",,,,
"1","3","37.366389","-121.941351","-3.5999999046325684","0.5","6","4.5","2012-08-04T18:50:11.549Z",,,,
"1","4","37.366451","-121.941362","-9.600000381469727","0.6000000238418579","5","6.25","2012-08-04T18:50:12.538Z",,,,
"1","5","37.366514","-121.941351","-11.699999809265137","359.70001220703125","7","7.5","2012-08-04T18:50:13.543Z",,,,
"1","6","37.366605","-121.941337","-14.0","359.5","7","9","2012-08-04T18:50:14.539Z",,,,
"1","7","37.366701","-121.941349","-8.899999618530273","0.0","7","10.25","2012-08-04T18:50:15.541Z",,,,
"1","8","37.366764","-121.941333","1.2999999523162842","0.10000000149011612","4","11.5109","2012-08-04T18:50:16.535Z",,,,
"1","9","37.366883","-121.941323","-3.0999999046325684","2.200000047683716","4","12.1655","2012-08-04T18:50:17.000Z",,,,
"1","10","37.366989","-121.941321","-2.5999999046325684","1.2000000476837158","6","12.2602","2012-08-04T18:50:18.000Z",,,,
"1","11","37.367127","-121.941322","-3.200000047683716","0.0","3","14.25","2012-08-04T18:50:19.000Z",,,,
"1","12","37.367264","-121.941323","-3.299999952316284","359.8999938964844","3","15","2012-08-04T18:50:20.000Z",,,,
"1","13","37.367401","-121.941326","-3.200000047683716","359.79998779296875","3","15.75","2012-08-04T18:50:21.000Z",,,,
"1","14","37.367548","-121.941329","-3.299999952316284","359.3999938964844","3","16.5","2012-08-04T18:50:22.000Z",,,,
"1","15","37.367688","-121.941332","-3.200000047683716","359.5","3","17","2012-08-04T18:50:23.000Z",,,,
"1","16","37.367854","-121.941334","-3.4000000953674316","359.5","3","17.5","2012-08-04T18:50:24.000Z",,,,
"1","17","37.368012","-121.941337","-3.4000000953674316","359.8999938964844","3","18","2012-08-04T18:50:25.000Z",,,,
"1","18","37.368177","-121.941336","-3.4000000953674316","0.30000001192092896","3","18.25","2012-08-04T18:50:26.000Z",,,,
"1","19","37.368341","-121.941334","-3.5","0.6000000238418579","3","18.5","2012-08-04T18:50:27.000Z",,,,
"1","20","37.368495","-121.941336","-3.5","0.20000000298023224","3","18.75","2012-08-04T18:50:28.000Z",,,,
"1","21","37.368671","-121.941339","-3.4000000953674316","359.79998779296875","3","18.75","2012-08-04T18:50:29.000Z",,,,
"1","22","37.368837","-121.941342","-3.5","359.79998779296875","3","18.75","2012-08-04T18:50:30.000Z",,,,
"1","23","37.368994","-121.941341","-3.5999999046325684","0.0","3","18.75","2012-08-04T18:50:31.000Z",,,,
"1","24","37.369172","-121.941339","-4.0","0.20000000298023224","3","18.5","2012-08-04T18:50:32.000Z",,,,
"1","25","37.369332","-121.941339","-3.700000047683716","0.30000001192092896","3","18.25","2012-08-04T18:50:33.000Z",,,,
"1","26","37.369495","-121.941342","-4.400000095367432","359.70001220703125","3","18","2012-08-04T18:50:34.000Z",,,,
"1","27","37.369655","-121.941348","-4.400000095367432","358.79998779296875","3","17.75","2012-08-04T18:50:35.000Z",,,,
"1","28","37.369813","-121.941362","-4.199999809265137","357.0","3","17.5","2012-08-04T18:50:36.000Z",,,,
"1","29","37.369972","-121.941387","-4.599999904632568","353.5","3","17.5","2012-08-04T18:50:37.000Z",,,,
"1","30","37.370125","-121.941427","-4.699999809265137","348.8999938964844","3","17.5","2012-08-04T18:50:38.000Z",,,,
"1","31","37.370268","-121.941481","-5.0","344.5","3","17.75","2012-08-04T18:50:39.000Z",,,,
"1","32","37.370428","-121.941556","-5.099999904632568","339.79998779296875","3","17.75","2012-08-04T18:50:40.000Z",,,,
"1","33","37.370577","-121.941645","-6.400000095367432","335.5","3","18","2012-08-04T18:50:41.000Z",,,,
"1","34","37.370728","-121.941741","-8.100000381469727","333.20001220703125","4","18","2012-08-04T18:50:42.000Z",,,,
"1","35","37.370874","-121.941855","-9.699999809265137","328.1000061035156","3","18.5","2012-08-04T18:50:43.000Z",,,,
"1","36","37.371004","-121.941975","-10.300000190734863","323.8999938964844","3","18.75","2012-08-04T18:50:44.000Z",,,,
"1","37","37.371147","-121.942127","-10.800000190734863","319.8999938964844","3","18.75","2012-08-04T18:50:45.000Z",,,,
"1","38","37.371277","-121.94228","-11.5","317.0","3","19.25","2012-08-04T18:50:46.000Z",,,,
"1","39","37.371396","-121.942419","-11.699999809265137","317.6000061035156","3","19.25","2012-08-04T18:50:47.000Z",,,,
"1","40","37.371535","-121.942575","-11.899999618530273","318.3999938964844","3","19.25","2012-08-04T18:50:48.000Z",,,,
"1","41","37.371669","-121.942719","-12.800000190734863","319.29998779296875","3","19","2012-08-04T18:50:49.000Z",,,,
"1","42","37.371803","-121.942856","-13.300000190734863","321.20001220703125","3","18.75","2012-08-04T18:50:50.000Z",,,,
"1","43","37.371946","-121.942974","-13.600000381469727","325.79998779296875","3","18.75","2012-08-04T18:50:51.000Z",,,,
"1","44","37.372096","-121.943068","-14.100000381469727","331.29998779296875","3","18.75","2012-08-04T18:50:52.000Z",,,,
"1","45","37.372249","-121.943153","-13.699999809265137","335.70001220703125","3","18.5","2012-08-04T18:50:53.000Z",,,,
"1","46","37.372411","-121.943227","-13.699999809265137","339.6000061035156","3","18.5","2012-08-04T18:50:54.000Z",,,,
"1","47","37.372563","-121.943283","-14.199999809265137","343.5","3","18.5","2012-08-04T18:50:55.000Z",,,,
"1","48","37.372739","-121.943333","-14.5","347.5","3","18.5","2012-08-04T18:50:56.000Z",,,,
"1","49","37.372904","-121.943363","-14.600000381469727","351.6000061035156","3","18.5","2012-08-04T18:50:57.000Z",,,,
"1","50","37.37307","-121.94337","-14.199999809265137","356.3999938964844","3","18.5","2012-08-04T18:50:58.000Z",,,,
"1","51","37.373233","-121.943377","-14.800000190734863","357.8999938964844","4","18.2568","2012-08-04T18:50:59.000Z",,,,
"1","52","37.373396","-121.943347","-14.800000190734863","4.599999904632568","4","19","2012-08-04T18:51:00.000Z",,,,
"1","53","37.373574","-121.943297","-14.600000381469727","10.0","4","19","2012-08-04T18:51:01.000Z",,,,
"1","54","37.37374","-121.943223","-14.199999809265137","16.5","3","19.25","2012-08-04T18:51:02.000Z",,,,
"1","55","37.3739","-121.943147","-14.800000190734863","21.0","3","19.25","2012-08-04T18:51:03.000Z",,,,
"1","56","37.374075","-121.94305","-15.300000190734863","23.899999618530273","3","19","2012-08-04T18:51:04.000Z",,,,
"1","57","37.374233","-121.942961","-16.0","24.600000381469727","4","18.75","2012-08-04T18:51:05.000Z",,,,
"1","58","37.374391","-121.94288","-16.5","23.799999237060547","4","18.5","2012-08-04T18:51:06.000Z",,,,
"1","59","37.374543","-121.942789","-16.600000381469727","24.100000381469727","4","18.25","2012-08-04T18:51:07.000Z",,,,
"1","60","37.374694","-121.942709","-17.299999237060547","24.399999618530273","4","18.25","2012-08-04T18:51:08.000Z",,,,
"1","61","37.374832","-121.942618","-17.200000762939453","27.100000381469727","4","17.5","2012-08-04T18:51:09.000Z",,,,
"1","62","37.374948","-121.942505","-17.299999237060547","34.70000076293945","3","16.5076","2012-08-04T18:51:10.000Z",,,,
"1","63","37.375058","-121.942382","-17.600000381469727","42.0","4","16.5076","2012-08-04T18:51:11.000Z",,,,
"1","64","37.375135","-121.942207","-17.299999237060547","56.20000076293945","3","16.5","2012-08-04T18:51:12.000Z",,,,
"1","65","37.375206","-121.942022","-16.5","65.0999984741211","3","17.0074","2012-08-04T18:51:13.000Z",,,,
"1","66","37.37526","-121.941839","-15.800000190734863","69.69999694824219","3","17.2572","2012-08-04T18:51:14.000Z",,,,
"1","67","37.375317","-121.941645","-15.100000381469727","70.19999694824219","3","18","2012-08-04T18:51:15.000Z",,,,
"1","68","37.375374","-121.941461","-14.899999618530273","68.9000015258789","3","18.25","2012-08-04T18:51:16.000Z",,,,
"1","69","37.375455","-121.941254","-14.800000190734863","65.0999984741211","3","18.75","2012-08-04T18:51:17.000Z",,,,
"1","70","37.375542","-121.941066","-15.100000381469727","60.70000076293945","3","19.25","2012-08-04T18:51:18.000Z",,,,
"1","71","37.375639","-121.940892","-15.800000190734863","55.900001525878906","3","19.75","2012-08-04T18:51:19.000Z",,,,
"1","72","37.375754","-121.940701","-15.899999618530273","51.900001525878906","3","20.25","2012-08-04T18:51:20.000Z",,,,
"1","73","37.37587","-121.940521","-16.200000762939453","50.900001525878906","3","20.5","2012-08-04T18:51:21.000Z",,,,
"1","74","37.375984","-121.940336","-16.200000762939453","52.29999923706055","3","20.5","2012-08-04T18:51:22.000Z",,,,
"1","75","37.376078","-121.940139","-16.700000762939453","58.099998474121094","3","20.2562","2012-08-04T18:51:23.000Z",,,,
"1","76","37.376143","-121.939928","-16.600000381469727","67.5999984741211","3","20","2012-08-04T18:51:24.000Z",,,,
"1","77","37.376188","-121.939709","-16.5","74.5","4","20.25","2012-08-04T18:51:25.000Z",,,,
"1","78","37.376192","-121.939491","-16.5","82.30000305175781","4","19.5","2012-08-04T18:51:26.000Z",,,,
"1","79","37.376172","-121.939298","-17.600000381469727","90.0","4","19.2565","2012-08-04T18:51:27.000Z",,,,
